trial	nz	encoder_depth	width_mult	nonlin	nsteps	bs	lr	y_loss_w	x_loss_w	recon_loss_w	seed	epochs	dev_mae	test_mae
567	5	1	0.5	gelu	40	32	0.0003087	13.6	11.1	1.23	7191	744	16.2	11.96
568	2	1	0.5	gelu	40	32	0.000351	17.1	4.86	2.66	7961	458	7.83	8.972
569	2	1	0.5	gelu	40	32	0.0003059	13.5	5.14	2.28	8102	712	13.69	10.66
570	2	1	0.5	gelu	40	32	0.0004185	17.8	4.24	1.18	9931	527	8.334	9.647
572	2	1	0.5	gelu	40	32	0.0003779	18.5	5.16	3.41	8229	636	11.7	9.806
571	2	1	0.5	gelu	40	32	0.0003039	17.2	3.7	3.12	8345	995	7.792	9.079
573	2	1	0.5	gelu	40	32	0.0003885	15.4	4.47	2.53	7863	413	7.909	9.261
575	2	1	0.5	gelu	40	32	0.0003419	17.1	3.5	3.28	7734	472	7.829	8.997
574	2	2	0.5	gelu	40	32	0.0005448	9.67	11.7	0.847	7454	549	11.82	9.838
577	2	1	0.5	gelu	40	32	0.0003171	18	3.87	2.82	8217	546	8.031	9.373
576	2	1	0.5	gelu	40	32	0.0003197	15.8	4.28	4.1	7871	979	8.215	9.543
578	2	1	0.5	gelu	40	32	0.0003333	14.3	4.22	2.65	9021	504	7.834	9.036
579	2	1	0.5	gelu	40	32	0.0004081	14.9	3.99	1.4	9735	401	8.964	9.004
580	3	1	0.5	gelu	40	32	0.0003092	16.3	4.11	3.35	7822	401	7.828	9.063
582	2	1	0.5	gelu	40	32	0.0004131	16	5.52	2.99	7962	880	15.32	11.51
583	2	1	0.5	gelu	40	32	0.0003451	15.1	3.61	2.8	7565	401	7.828	9.07
581	2	1	0.5	gelu	40	32	0.0003329	16.4	2.98	3.54	8222	1422	16.41	12.12
584	3	1	0.5	gelu	40	32	0.0003372	15.7	3.89	3.58	7773	504	7.837	8.995
585	2	1	0.5	gelu	40	32	0.0003166	16.4	3.55	2.9	7297	1037	15.34	11.52
586	2	1	0.5	gelu	40	32	0.0003458	16.5	3.7	2.33	8105	555	7.857	9.147
587	2	1	0.5	gelu	40	32	0.000319	17.1	2.92	2.8	8634	401	7.817	9.056
588	2	1	0.5	gelu	40	32	0.0003899	19	4	3.06	7803	401	8.028	9.395
589	3	1	0.5	gelu	40	32	0.0003115	15.6	4.04	2.33	7479	641	8.032	9.343
590	3	1	0.5	gelu	40	32	0.0003243	14.7	2.91	2.95	7703	1353	16.09	11.94
591	2	1	0.5	gelu	40	32	0.000323	14	3.37	2.38	7714	1085	14.08	10.9
592	3	2	0.5	gelu	40	32	0.0003433	15.6	12.3	1.05	7809	409	8.201	8.886
593	2	1	0.5	gelu	40	32	0.0003443	18.2	2.51	4.21	8657	401	7.827	9.003
594	2	1	0.5	gelu	40	32	0.0003266	14.7	3.69	1.63	8725	401	7.841	8.98
595	2	1	0.5	gelu	40	32	0.0003411	18.5	6.26	3.74	8459	1816	15.68	11.74
596	3	1	0.5	gelu	40	32	0.000308	14	3.75	2.4	8143	2000	16.12	9.401
597	2	1	0.5	gelu	40	32	0.0007036	11.8	18.7	0.538	8293	401	8.186	8.888
598	2	1	0.5	gelu	40	32	0.0003171	18.9	3.15	4.02	8694	835	15.19	11.45
599	4	2	0.5	gelu	40	32	0.000313	14.7	12.9	1.21	7400	842	13.34	10.5
601	2	1	0.5	gelu	40	32	0.0003132	15.7	4.63	3.7	8471	425	8.445	8.906
602	2	1	0.5	gelu	40	32	0.0003066	15.5	3.64	4.11	8728	456	7.819	9.008
600	4	2	0.5	gelu	40	32	0.0003307	15.3	11.9	1.32	7955	1328	15.65	11.67
603	2	1	0.5	gelu	40	32	0.0003172	18.9	2.61	3.26	9010	942	14.93	11.3
605	2	1	0.5	gelu	40	32	0.0003152	16.7	3.01	0.861	8770	701	7.85	9.128
604	2	1	0.5	gelu	40	32	0.0003667	19.3	2.65	3.51	8458	1552	18.45	11.09
606	2	1	0.5	gelu	40	32	0.0003045	16.3	3.81	4.91	8646	620	7.854	9.148
607	2	1	0.5	gelu	40	32	0.0003118	13.4	4.19	2.79	7881	635	7.909	8.9
608	3	3	0.5	gelu	40	32	0.0006528	11.5	13.7	4.03	8138	442	12.63	10.17
609	2	1	0.5	gelu	40	32	0.0003761	17.3	1.97	4.33	8556	401	14.66	11.16
610	2	1	0.5	gelu	40	32	0.0006237	10.2	17.6	0.535	9213	469	8.049	8.89
611	2	1	0.5	gelu	40	32	0.0003578	16.5	2.97	2.63	8671	522	8.042	9.359
612	2	1	0.5	gelu	40	32	0.0003269	12.3	3.75	3.17	9031	580	13.56	10.6
613	2	1	0.5	gelu	40	32	0.0003492	16	2.54	7.72	8589	427	8.363	8.893
615	2	1	0.5	gelu	40	32	0.0003068	14.6	4.38	1.23	9772	733	7.833	9.077
616	2	1	0.5	relu	40	32	0.0003216	15.7	3.5	3.05	8416	444	8.346	9.664
617	2	1	0.5	elu	40	32	0.0004493	10.1	13.1	0.637	8006	695	14.52	11.11
614	2	1	0.5	gelu	40	32	0.0003393	18.5	6.44	3.05	7917	2000	34.93	25.04
618	2	1	0.5	gelu	40	32	0.0003789	17.5	4.42	2.46	8624	500	7.825	9.018
619	3	1	0.5	gelu	40	32	0.0004852	19.2	10.4	1.15	8631	580	11.74	9.804
620	2	1	0.5	gelu	40	32	0.000302	19.8	4.63	3.06	8551	813	7.836	9.017
622	2	1	0.5	gelu	40	32	0.000322	18.7	3.37	2.8	8917	428	7.841	9.009
623	2	1	0.5	gelu	40	32	0.0003852	15.4	4.55	1.44	8135	401	7.974	9.308
621	2	1	0.5	gelu	40	32	0.0004139	17.6	4.3	3.54	8902	1562	15.7	11.73
